MONTH,BOROUGH,BOROUGH_ID,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS
2023-11-01,Brooklyn,3.0,1949.8,163.1,200.6,25.1
2023-11-01,Manhattan,1.0,2684.3,510.2,366.1,8.5
2023-11-01,Queens,4.0,3614.1,393.7,356.1,110.2
2023-11-01,Staten Island,5.0,4100.5,462.7,465.4,
2023-11-01,Staten Island,5.0,5154.3,519.2,594.7,
2023-11-01,Brooklyn,3.0,4704.3,410.9,378.7,121.6
2023-11-01,Brooklyn,3.0,6795.4,643.4,327.1,59.2
2023-11-01,Brooklyn,3.0,4188.6,427.7,316.6,111.0
2023-11-01,Brooklyn,3.0,3431.5,424.0,412.3,72.0
2023-11-01,Brooklyn,3.0,4528.6,495.8,466.0,102.1
2023-11-01,Bronx,2.0,4008.9,298.6,547.9,
2023-11-01,Manhattan,1.0,2549.1,243.2,227.6,
2023-11-01,Brooklyn,3.0,5215.3,525.7,596.1,230.1
2023-11-01,Bronx,2.0,3657.9,287.6,457.0,
2023-11-01,Brooklyn,3.0,4245.8,307.3,407.1,109.6
2023-11-01,Brooklyn,3.0,4656.1,247.2,432.0,50.9
2023-11-01,Brooklyn,3.0,5726.7,659.7,423.2,67.6
2023-12-01,Manhattan,1.0,2316.5,524.6,359.0,
2023-12-01,Bronx,2.0,2144.4,141.6,141.1,
2023-12-01,Brooklyn,3.0,2421.3,324.6,242.8,52.3
2023-12-01,Brooklyn,3.0,1978.6,201.1,218.6,30.1
2023-12-01,Bronx,2.0,3948.9,361.1,567.5,
2023-12-01,Queens,4.0,3001.3,299.0,265.0,51.4
2023-12-01,Queens,4.0,2996.0,489.6,405.4,42.3
2023-12-01,Manhattan,1.0,2097.2,281.3,264.1,
2023-12-01,Bronx,2.0,2351.1,155.4,170.2,
2023-12-01,Manhattan,1.0,2695.6,569.4,381.5,8.1
2023-12-01,Brooklyn,3.0,6851.7,770.3,341.1,53.9
2023-12-01,Bronx,2.0,1560.3,121.8,146.9,
2023-12-01,Brooklyn,3.0,5103.0,620.6,530.5,30.1
2023-12-01,Queens,4.0,3984.1,366.2,488.0,27.1
2023-12-01,Manhattan,1.0,1345.5,406.1,243.6,
2023-12-01,Queens,4.0,2659.1,428.5,379.4,93.1
2023-12-01,Manhattan,1.0,1825.8,415.9,260.4,
2023-12-01,Bronx,2.0,3733.0,269.3,370.6,
2023-12-01,Bronx,2.0,3350.2,244.9,325.0,
2023-12-01,Manhattan,1.0,2452.2,320.5,264.4,
2023-12-01,Queens,4.0,4640.6,421.6,510.0,38.9
2023-12-01,Queens,4.0,4002.1,689.0,589.1,97.6
2023-12-01,Bronx,2.0,3155.6,322.9,328.8,
2023-12-01,Brooklyn,3.0,4206.2,450.4,312.1,117.8
2023-12-01,Bronx,2.0,3984.7,278.6,318.9,
2023-12-01,Brooklyn,3.0,2148.1,595.1,389.4,110.7
2023-12-01,Brooklyn,3.0,5733.3,777.7,410.4,51.5
2023-12-01,Bronx,2.0,2310.4,144.4,132.9,
2023-12-01,Manhattan,1.0,1238.4,283.8,157.7,
2023-12-01,Bronx,2.0,2603.9,353.3,348.8,
2023-12-01,Manhattan,1.0,4568.9,459.3,479.6,
2023-12-01,Brooklyn,3.0,2935.3,323.4,267.9,45.3
2023-12-01,Brooklyn,3.0,3068.8,287.3,364.3,33.8
2023-12-01,Brooklyn,3.0,2774.6,596.2,409.7,115.6
2023-12-01,Queens,4.0,5190.8,532.4,815.4,120.7
2023-12-01,Queens,4.0,3528.6,421.9,505.3,62.8
2023-12-01,Manhattan,1.0,4785.7,1174.5,755.5,
2023-12-01,Brooklyn,3.0,4535.1,280.1,438.3,44.8
2023-12-01,Brooklyn,3.0,4781.0,509.8,426.1,99.8
2023-12-01,Queens,4.0,2921.1,473.0,414.7,160.1
2023-12-01,Queens,4.0,4554.0,702.1,683.9,87.5
2023-12-01,Bronx,2.0,2320.9,333.3,356.0,45.1
2023-12-01,Manhattan,1.0,2284.8,227.6,168.4,
2023-12-01,Brooklyn,3.0,2251.3,119.4,174.1,43.9
2023-12-01,Brooklyn,3.0,3370.6,504.5,441.3,56.0
2023-12-01,Staten Island,5.0,4986.8,672.8,627.2,
2023-12-01,Brooklyn,3.0,5270.5,770.7,642.4,146.6
2023-12-01,Brooklyn,3.0,3094.9,414.1,369.8,63.6
2023-12-01,Staten Island,5.0,5360.2,886.1,665.3,
2023-12-01,Queens,4.0,3749.5,495.0,499.8,121.9
2023-12-01,Manhattan,1.0,4388.6,1080.9,719.5,68.6
2023-12-01,Manhattan,1.0,2535.7,282.6,232.1,
2023-12-01,Staten Island,5.0,3926.4,585.9,479.9,
2023-12-01,Queens,4.0,6434.3,849.2,765.1,125.1
2023-12-01,Brooklyn,3.0,4447.2,582.2,488.3,74.1
2023-12-01,Queens,4.0,3677.0,481.5,390.1,97.2
2023-12-01,Queens,4.0,6542.4,561.6,930.8,321.1
2023-12-01,Brooklyn,3.0,4322.8,366.7,433.6,91.2
2023-12-01,Bronx,2.0,3654.7,325.6,429.3,
